Job_ID,Titre,Societe,Description,Skills,Categories,Annees_Experience,Niveau_Experience,Education,Salaire,Lieu,Type_Contrat,Mode_Travail,Date_Publication,Date_Relative,Expire,Source,Lien
backoff-solutions-web-marketing-and-growth-manager-saas-jobtech,Web Marketing & Growth Manager (SaaS / JobTech),BackOff Solutions,,Marketing B2B | Ads | Lead generation,Toutes offres,2-5 ans,,,Confidentiel,,CDI,Télétravail complet,2026-03-05,Publié:il y a 18 jours,,Toutes offres,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-web-marketing-and-growth-manager-saas-jobtech
backoff-solutions-support-commercial-prise-de-commandes-and-saisie-h-f,Support Commercial – Prise de commandes & Recouvrement,BackOff Solutions,,Relation ClientB2B | CRM | Autonomie,Toutes offres,1-2 ans,,,700 - 1300 DT,,CDI,Télétravail complet,2025-06-26,Publié:il y a 9 mois,,Toutes offres,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-support-commercial-prise-de-commandes-and-saisie-h-f
adam-eden-eva-conseiller-commercial-mutuelle-sante-and-prevoyance-h-f,Conseiller Commercial Mutuelle Santé & Prévoyance (H/F),ADAM EDEN EVA,,Sens du service et de l'écoute | Aptitude à l'argumentation com... | Dynamisme,Toutes offres,6-12 mois,,,Confidentiel,,CDI,Présentiel,2025-10-24,Publié:il y a 5 mois,,Toutes offres,https://www.tunijobs.com/company/adam-eden-eva/jobs/adam-eden-eva-conseiller-commercial-mutuelle-sante-and-prevoyance-h-f
quezia-recrutement-assistant-marketing-prospection,Recrutement – Assistant marketing / prospection,QUEZIA,,Prospection | Marketing,Toutes offres,6-12 mois,,,600 - 1000 DT,,"CDI, Freelance",Télétravail complet,2026-03-19,Publié:il y a 4 jours,,Toutes offres,https://www.tunijobs.com/company/quezia/jobs/quezia-recrutement-assistant-marketing-prospection
electricite-du-lac-ingenieur-bureau-detudes-senior-teletravail-tunisie,Ingénieur Bureau d’Études Senior (Télétravail – Tunisie),Electricité du Lac,,Maîtrise AutoCAD et outils CAO... | Maîtrise Caneco et logiciels é... | Notes de calcul et variantes t...,Toutes offres,7-10 ans,,,1500 DT,,CDI,Télétravail complet,2026-03-19,Publié:il y a 4 jours,,Toutes offres,https://www.tunijobs.com/company/electricite-du-lac/jobs/electricite-du-lac-ingenieur-bureau-detudes-senior-teletravail-tunisie
portaops-ingenieur-daffaires-it-esn-profil-commercial-uniquement,Ingénieur d’Affaires IT – ESN – Profil Commercial Uniquement,Portaops,,Vente | ESN | Affaires,Toutes offres,2-5 ans,,,1500 - 2500 DT,,CDI,Télétravail complet,2026-03-17,Publié:il y a 6 jours,,Toutes offres,https://www.tunijobs.com/company/portaops/jobs/portaops-ingenieur-daffaires-it-esn-profil-commercial-uniquement
qcebe-agent-e-dentretien-h-f,Agent(e) d'entretien H/F,QCEBE,,Nettoyeur | Agent d'entretien,Toutes offres,Sans expérience,,,5000 DT,,CDI,Présentiel,2026-03-17,Publié:il y a 6 jours,,Toutes offres,https://www.tunijobs.com/company/qcebe/jobs/qcebe-agent-e-dentretien-h-f
clicar-televendeurs,Télévendeurs,Clicar,,élocution française et dynamis...,Toutes offres,1-2 ans,,,800 - 1200 DT,,"CDI, CIVP",Présentiel,2026-03-15,Publié:il y a 8 jours,,Toutes offres,https://www.tunijobs.com/company/clicar/jobs/clicar-televendeurs
gts-assistante-de-direction,ASSISTANTE DE DIRECTION,gts,,bac | assistante,Toutes offres,Sans expérience,,,800 DT,,CDI,Présentiel,2026-03-11,Publié:il y a 12 jours,,Toutes offres,https://www.tunijobs.com/company/gts/jobs/gts-assistante-de-direction
fortistore-technico-commercial,Technico-commercial,fortistore,,Bac+3,Toutes offres,2-5 ans,,,Confidentiel,,CDI,Présentiel,2026-03-10,Publié:il y a 13 jours,,Toutes offres,https://www.tunijobs.com/company/fortistore/jobs/fortistore-technico-commercial
maxtrade-ingenieur-dapplication-field-application-engineer-fae,Ingénieur d’Application / Field Application Engineer (FAE),MAXTRADE,,compétences | organisation | terrain,Toutes offres,2-5 ans,,,Confidentiel,,"Al Karama, CDI",Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/maxtrade/jobs/maxtrade-ingenieur-dapplication-field-application-engineer-fae
backoff-solutions-consultant-e-specialise-e-en-appels-doffres-europeens-logiciels-saas-france-and-europe,🎯 Consultant(e) spécialisé(e) en appels d’offres européens – Logiciels SaaS (France & Europe),BackOff Solutions,,Appel d'offre | MAPA | AO,Toutes offres,5-7 ans,,,Confidentiel,,CDI,Télétravail complet,2025-10-24,Publié:il y a 5 mois,,Toutes offres,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-consultant-e-specialise-e-en-appels-doffres-europeens-logiciels-saas-france-and-europe
incorp-consulting-comptabilite-juridique-administratif,Comptabilité – Juridique – Administratif,Incorp Consulting,,Comptabilité générale | Déclarations fiscales et socia... | Maîtrise Excel / outils bureau...,Toutes offres,2-5 ans,,,Confidentiel,,CDI,Présentiel,2026-01-22,Publié:il y a 2 mois,,Toutes offres,https://www.tunijobs.com/company/incorp-consulting/jobs/incorp-consulting-comptabilite-juridique-administratif
favorite-flavours-advisory-sales-and-after-sales,Sales&After-sales,Favorite Flavours Advisory,,Un fin négociateur | Empathique | Mobile,Toutes offres,2-5 ans,,,3000 DT,,CDI,Présentiel,2026-03-07,Publié:il y a 16 jours,,Toutes offres,https://www.tunijobs.com/company/favorite-flavours-advisory/jobs/favorite-flavours-advisory-sales-and-after-sales
expertise-immigration-canada-ouvrier-ere-dentretien,Ouvrier(ère) d'entretien,Expertise Immigration Canada,,Nettoyage | Entretien ménager,Toutes offres,Sans expérience,,,5000 DT,,CDI,Présentiel,2026-03-04,Publié:il y a 19 jours,,Toutes offres,https://www.tunijobs.com/company/expertise-immigration-canada/jobs/expertise-immigration-canada-ouvrier-ere-dentretien
adam-eden-eva-assistant-e-administratif-ve-bilingue-francais,Assistant(e) Administratif(ve) Bilingue Français,ADAM EDEN EVA,,Autonomie | Aisance Informatique | Maîtrise du Français,Toutes offres,1-6 mois,,,800 - 1100 DT,,"CIVP, CDI",Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/adam-eden-eva/jobs/adam-eden-eva-assistant-e-administratif-ve-bilingue-francais
stravos-product-manager-at-stravos,Product manager at Stravos,Stravos,,Cadrage | Pilotage | Mentorat,Toutes offres,5-7 ans,,,Confidentiel,,CDI,Hybride,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/stravos/jobs/stravos-product-manager-at-stravos
backoff-solutions-comptable-senior-teletravail,Comptable / Gestionnaire de paies Sénior - Télétravail,BackOff Solutions,,Sage100 | Cegid | Silae,Toutes offres,2-5 ans,,,1400 - 1900 DT,,CDI,Télétravail complet,2026-03-23,Publié:il y a un an,,Toutes offres,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-comptable-senior-teletravail
premunia-conseillers-commerciaux-en-assurance-sante,Conseillers Commerciaux en Assurance Santé,PREMUNIA,,Expertise en Mutuelle Santé | Techniques de Vente à Distance | Sens de l'écoute active,Toutes offres,1-2 ans,,,Confidentiel,,CDI,Présentiel,2025-09-24,Publié:il y a 6 mois,,Toutes offres,https://www.tunijobs.com/company/premunia/jobs/premunia-conseillers-commerciaux-en-assurance-sante
premunia-assistant-e-administratif-ve-bilingue-francais,Assistant(e) Administratif(ve) Bilingue Français,PREMUNIA,,Maîtrise du Français : Niveau ... | Autonomie | Rigueur & Organisation,Toutes offres,1-6 mois,,,800 - 1100 DT,,"CDI, CIVP",Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/premunia/jobs/premunia-assistant-e-administratif-ve-bilingue-francais
supply-chain-management-senior-confirme-en-paie-francaise,Gestionnaire de paie français JUNIOR,SUPPLY CHAIN MANAGEMENT,,poste à responsabilités,Toutes offres,6-12 mois,,,500 - 650 DT,,"CIVP, Al Karama, Stage",Présentiel,2025-12-23,Publié:il y a 3 mois,,Toutes offres,https://www.tunijobs.com/company/supply-chain-management/jobs/supply-chain-management-senior-confirme-en-paie-francaise
apx-leads-responsable-de-compte,Responsable de compte,APX Leads,,Français | Télévente | Télémarketing,Toutes offres,2-5 ans,,,1500 DT,,CDI,Présentiel,2025-08-25,Publié:il y a 7 mois,,Toutes offres,https://www.tunijobs.com/company/apx-leads/jobs/apx-leads-responsable-de-compte
nexoratech-stage-pfe-2025-2026-developpement-web-saas-ia-6-sujets,Stage PFE 2025-2026 – Développement Web / SaaS / IA (6 sujets),NexoraTech,,Next.js | React.js | TailwindCSS,Toutes offres,Sans expérience,,,Confidentiel,,Stage,Télétravail complet,2025-12-23,Publié:il y a 3 mois,,Toutes offres,https://www.tunijobs.com/company/nexoratech/jobs/nexoratech-stage-pfe-2025-2026-developpement-web-saas-ia-6-sujets
adam-eden-eva-charge-e-qualite-televente-en-mutuelle-sante-and-prevoyance,Chargé(e) Qualité Télévente en Mutuelle Santé & Prévoyance 🚀,ADAM EDEN EVA,,Français lu parlé | Télévente | Assurance,Toutes offres,,,,Confidentiel,,"CDI, CIVP",Présentiel,2025-09-24,Publié:il y a 6 mois,,Toutes offres,https://www.tunijobs.com/company/adam-eden-eva/jobs/adam-eden-eva-charge-e-qualite-televente-en-mutuelle-sante-and-prevoyance
devpack-des-operateurs-machines-et-techniciens-de-maintenance,Des operateurs  machines et techniciens de maintenance,devpack,,conaissance thechnique souhait...,Toutes offres,1-2 ans,,,Confidentiel,,CDD,Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/devpack/jobs/devpack-des-operateurs-machines-et-techniciens-de-maintenance
espace-vert-infographiste,Infographiste,Espace Vert,,Créativité | réactivité | sens du détail,Toutes offres,2-5 ans,,,Confidentiel,,CDI,Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/espace-vert/jobs/espace-vert-infographiste
yes-you-can-enseignante-danglais,Enseignante d’anglais,yes you can,,"bonne communication , flexible",Toutes offres,1-2 ans,,,Confidentiel,,"CIVP, CDI",Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/yes-you-can/jobs/yes-you-can-enseignante-danglais
ets-jemmali-and-cie-ingenieur-technicien-electromecanique,Ingénieur / Technicien Electromécanique,Ets Jemmali & Cie,,Sérieux | Dynamique,Toutes offres,Sans expérience,,,Confidentiel,,CIVP,Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/ets-jemmali-and-cie/jobs/ets-jemmali-and-cie-ingenieur-technicien-electromecanique
climodpro-assistant-facturation-et-logistique-h-f,Coordinateur  Logistique et Transport  (H/F),ClimodPro,,dédouanement | traitement transitaire | aisance relationnelle,Toutes offres,2-5 ans,,,Confidentiel,,CDI,Présentiel,2026-03-23,Publié:il y a un mois,,Toutes offres,https://www.tunijobs.com/company/climodpro/jobs/climodpro-assistant-facturation-et-logistique-h-f
supply-chain-management-gestionnaire-de-paie-francaise,GESTIONNAIRE DE PAIE FRANCAISE,SUPPLY CHAIN MANAGEMENT,,français | paie français | travail d'équipe,Toutes offres,2-5 ans,,,1500 - 2500 DT,,CDI,Hybride,2026-01-22,Publié:il y a 2 mois,,Toutes offres,https://www.tunijobs.com/company/supply-chain-management/jobs/supply-chain-management-gestionnaire-de-paie-francaise
plastaa-conducteur-machine-dextrusion,conducteur machine d'extrusion,Plastaa,,serieux,CDI,Sans expérience,,,1000 DT,,CDI,Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/plastaa/jobs/plastaa-conducteur-machine-dextrusion
esteexpert-televendeurs-conseillers-commerciaux,Télévendeurs- Conseillers commerciaux,ESTEEXPERT,,Réactivité et sens du service | Organisation,CDI,1-2 ans,,,1050 - 1650 DT,,"CDI, CIVP",Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/esteexpert/jobs/esteexpert-televendeurs-conseillers-commerciaux
poly-composite-engineering-magasinier,Magasinier,Poly Composite Engineering,,"informatique de base (word, Ex...",CDI,6-12 mois,,,650 - 1000 DT,,"CIVP, Al Karama, CDI",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/poly-composite-engineering/jobs/poly-composite-engineering-magasinier
biderja-commercial,Commercial,not_a_name,,Communication de vente | Français,CDI,1-2 ans,,,750 - 1200 DT,,CDI,Hybride,2025-10-24,Publié:il y a 5 mois,,CDI,https://www.tunijobs.com/company/not-a-name/jobs/biderja-commercial
gastro-adexec-inc-prepose-au-nettoyage,Préposé au nettoyage,Gastro Adexec Inc.,,Cuisine | Restauration | Nettoyage,CDI,Sans expérience,,,5000 DT,,CDI,Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/gastro-adexec-inc/jobs/gastro-adexec-inc-prepose-au-nettoyage
smart-solutions-commercial-terrain,Commercial terrain,SMART SOLUTIONS,,Technique de vente | Gestion des projets | Travail d'équipe,CDI,1-2 ans,,,Confidentiel,,CIVP,Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/smart-solutions/jobs/smart-solutions-commercial-terrain
all-for-pets-la-soukra-vendeur,VENDEUR,ALL FOR PETS LA SOUKRA,,Ponctuel | sérieux | Dynaique,CDI,6-12 mois,,,Confidentiel,,"CDI, CIVP",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/all-for-pets-la-soukra/jobs/all-for-pets-la-soukra-vendeur
risetechnology-telesales-agent,Telesales Agent,Risetechnology,,Fluent English (spoken and wri... | Serious | punctual,CDI,1-2 ans,,,1300 - 1500 DT,,"CIVP, CDI",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/risetechnology/jobs/risetechnology-telesales-agent
teg-developpeur-se-full-stack-symfony-next-js,Développeur·se Full Stack Symfony / Next.js,TEG,,Bonne maîtrise de Next.js et R... | Solide expérience avec Symfony...,CDI,2-5 ans,,,Confidentiel,,"CIVP, CDI",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/teg/jobs/teg-developpeur-se-full-stack-symfony-next-js
smartassur-conseiller-en-developpement-commercial,Conseiller en développement commercial,SMARTASSUR,,Empathie | Organisation | Analyse,CDI,1-2 ans,,,1400 DT,,CDI,Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/smartassur/jobs/smartassur-conseiller-en-developpement-commercial
photomart-commercai,Commercai,Photomart,,photography | commercial,CDI,2-5 ans,,,Confidentiel,,"CDI, Stage",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/photomart/jobs/photomart-commercai
topline-teleprospecteur-teleprospectrice-b2b-100-remote-tunisie,Téléprospecteur / Téléprospectrice B2B – 100 % Remote (Tunisie),Topline,,Téléconseiller | Vente,CDI,2-5 ans,,,1300 - 2600 DT,,Freelance,Télétravail complet,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/topline/jobs/topline-teleprospecteur-teleprospectrice-b2b-100-remote-tunisie
adam-eden-eva-expert-en-protection-sociale-and-emprunteur,Expert en Protection Sociale & Emprunteur,ADAM EDEN EVA,,Orienté(e) résultats | une grande rigueur organisatio... | Une expérience confirmée en co...,CDI,2-5 ans,,,Confidentiel,,CDI,Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/adam-eden-eva/jobs/adam-eden-eva-expert-en-protection-sociale-and-emprunteur
rj-management-and-immo-ingenieur-en-electricite-conseil-and-support-technique-et-administratif,Ingénieur en électricité – Conseil & Support Technique et Administratif,RJ Management  & Immo,,Français | Schémas électriques | Facturation,CDI,1-6 mois,,,1000 - 1700 DT,,CDI,Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/rj-management-and-immo/jobs/rj-management-and-immo-ingenieur-en-electricite-conseil-and-support-technique-et-administratif
mtd-group-web-designer,Web Designer,MTD GROUP,,Figma | Canva | Photoshop,CDI,,,,Confidentiel,,"CIVP, CDI",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/mtd-group/jobs/mtd-group-web-designer
clinique-le-bardo-preparateurs-preparatrices-en-pharmacie,Préparateurs / Préparatrices en Pharmacie,Clinique Le Bardo,,"Gestion des stocks | Éthique, responsabilité et rig... | Connaissance Technique",CDI,6-12 mois,,,550 - 1000 DT,,"CDI, Stage, CIVP",Présentiel,2026-01-22,Publié:il y a 2 mois,,CDI,https://www.tunijobs.com/company/clinique-le-bardo/jobs/clinique-le-bardo-preparateurs-preparatrices-en-pharmacie
acvite-agent-e-dentretien,Agent(e) d'entretien,ACVITE,,Informatique | Permis de conduite,CDI,Sans expérience,,,5000 DT,,CDI,Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/acvite/jobs/acvite-agent-e-dentretien
dr-rania-ghedira-secretaire-medicale,Secrétaire médicale,Dr Rania Ghedira,,Sens de l'organisation | respect du secret médical,CDI,,,,Confidentiel,,"CIVP, CDI",Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/dr-rania-ghedira/jobs/dr-rania-ghedira-secretaire-medicale
backoff-solutions-developpeur-senior-react-native-nodejs-teletravail,Développeur Senior React Native / NodeJS - Télétravail,BackOff Solutions,,React Native | React | NodeJS,CDI,5-7 ans,,,Confidentiel,,CDI,Télétravail complet,2025-05-27,Publié:il y a 10 mois,,CDI,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-developpeur-senior-react-native-nodejs-teletravail
challenge-rent-a-car-un-commercial-dans-une-agence-de-location-de-voitures,un commercial dans une agence de location de voitures,CHALLENGE RENT A CAR,,......,CDI,6-12 mois,,,Confidentiel,,CDD,Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/challenge-rent-a-car/jobs/challenge-rent-a-car-un-commercial-dans-une-agence-de-location-de-voitures
limitless-architecture-offre-de-recrutement-jeune-architecte,OFFRE DE RECRUTEMENT – JEUNE ARCHITECTE,Limitless Architecture,,Conception 2D et 3D,CDI,6-12 mois,,,5000 DT,,"CDI, CIVP",Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/limitless-architecture/jobs/limitless-architecture-offre-de-recrutement-jeune-architecte
dorra-deco-responsable-de-showroom,Responsable de showroom,Dorra Deco,,Communication,CDI,Sans expérience,,,600 DT,,CIVP,Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/dorra-deco/jobs/dorra-deco-responsable-de-showroom
maydena-tn-business-development-and-funding-manager-agro-artisanat-premium,Business Development & Funding Manager – Agro-Artisanat Premium,Maydena TN,,financement | gestion de projet | Artisanat,CDI,2-5 ans,,,900 - 1400 DT,,"CDI, CIVP",Hybride,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/maydena-tn/jobs/maydena-tn-business-development-and-funding-manager-agro-artisanat-premium
plomb-quebec-inc-apprenti-plombier,Apprenti Plombier,Plomb Québec Inc.,,Autonome,CDI,Sans expérience,,,Confidentiel,,CDI,Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/plomb-quebec-inc/jobs/plomb-quebec-inc-apprenti-plombier
afamec-afamec-recrute-concepteur-mecanique-jeune-diplome,AFAMEC recrute : Concepteur Mécanique – Jeune Diplômé,AFAMEC,,Conception mécanique | Solidworks | Maintenance mécanique,CDI,Sans expérience,,,600 - 700 DT,,CDI,Présentiel,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/afamec/jobs/afamec-afamec-recrute-concepteur-mecanique-jeune-diplome
autosansrisque-stage-pfe-ui-ux-designer,Stage PFE – UI/UX Designer,AUTOSANSRISQUE,,UI | UX | Adobe XD,CDI,6-12 mois,,,Confidentiel,,Stage,Hybride,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/autosansrisque/jobs/autosansrisque-stage-pfe-ui-ux-designer
msktechnologies-stage-pfe-et-formation-pro-certifie-300-heurs,Stage PFE et Formation PRO Certifié ( 300 Heurs ),MSKTECHNOLOGIES,,siteweb | application mobile | flutter,CDI,Sans expérience,,,Confidentiel,,Stage,Télétravail complet,2025-12-23,Publié:il y a 3 mois,,CDI,https://www.tunijobs.com/company/msktechnologies/jobs/msktechnologies-stage-pfe-et-formation-pro-certifie-300-heurs
ayagency-consulting-designer-graphique-junior,Designer graphique junior,AYAGENCY CONSULTING,,Photoshop | Illustrator | InDesign,CDI,1-6 mois,,,Confidentiel,,"CIVP, CDD",Présentiel,2025-11-23,Publié:il y a 4 mois,,CDI,https://www.tunijobs.com/company/ayagency-consulting/jobs/ayagency-consulting-designer-graphique-junior
ste-dental-concept-technicien-dequipement-biomedical,Technicien d'équipement biomédical,STE DENTAL CONCEPT,,Maintenance et dépannage | Compétences en électricité/éle... | Analyse et résolution de probl...,CDI,2-5 ans,,,Confidentiel,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDI,https://www.tunijobs.com/company/ste-dental-concept/jobs/ste-dental-concept-technicien-dequipement-biomedical
black-bear-digital-developpeur-logiciel-python-django-go-frontend-notions-devops,Développeur Logiciel,Black bear-digital,,Python/Django | Golang | Frontend,CDI,5-7 ans,,,450 - 2400 DT,,"CDI, CDD, Freelance",Télétravail complet,2025-11-23,Publié:il y a 4 mois,,CDI,https://www.tunijobs.com/company/black-bear-digital/jobs/black-bear-digital-developpeur-logiciel-python-django-go-frontend-notions-devops
allocab-commercial-sedentaire-senior-en-vehicule-electrique,Commercial Sédentaire Senior en Véhicule électrique,Allocab,,prospection | identification des besoins cli... | Closing,CDD,5-7 ans,,,Confidentiel,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/allocab/jobs/allocab-commercial-sedentaire-senior-en-vehicule-electrique
riviere-dor-responsable-approvisionnement-emballage,Responsable Approvisionnement Emballage,Rivière d'or,,négociation | communication | gérer des priorités,CDD,2-5 ans,,,Confidentiel,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/riviere-dor/jobs/riviere-dor-responsable-approvisionnement-emballage
vocalis-televendeurs-experimentes,télévendeurs expérimentés,Vocalis,,Excellente élocution française,CDD,2-5 ans,,,1200 - 2000 DT,,"CDI, Freelance",Hybride,2025-09-24,Publié:il y a 6 mois,,CDD,https://www.tunijobs.com/company/vocalis/jobs/vocalis-televendeurs-experimentes
chateau-dax-architecte-decoratrice,architecte - décoratrice,CHATEAU D'AX,,architecte,CDD,Sans expérience,,,Confidentiel,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/chateau-dax/jobs/chateau-dax-architecte-decoratrice
dps-laser-technicien-conducteur-de-plieuse-numerique,Technicien conducteur de Plieuse numérique,DPS LASER,,pliage,CDD,2-5 ans,,,800 - 1200 DT,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/dps-laser/jobs/dps-laser-technicien-conducteur-de-plieuse-numerique
mediasoft-consultant-e-paie-sage-ligne-100,Consultant(e) Paie Sage Ligne 100,Mediasoft,,Sage Paie ligne 100,CDD,2-5 ans,,,Confidentiel,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/mediasoft/jobs/mediasoft-consultant-e-paie-sage-ligne-100
kopileft-services-techniciens-and-ingenieurs-support-applicatif-fr,Techniciens & Ingénieurs Support Applicatif (FR),kopiLeft Services,,Windows et Linux | Outils de ticketing | Bases de données,CDD,2-5 ans,,,1500 - 2050 DT,,"CDI, CIVP",Présentiel,2025-07-26,Publié:il y a 8 mois,,CDD,https://www.tunijobs.com/company/kopileft-services/jobs/kopileft-services-techniciens-and-ingenieurs-support-applicatif-fr
staffing-tunisia-gestionnaire-de-paie,GESTIONNAIRE DE PAIE,STAFFING TUNISIA,,RESSOURCES HUMAINES,CDD,2-5 ans,,,1400 DT,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/staffing-tunisia/jobs/staffing-tunisia-gestionnaire-de-paie
maitre-afifi-notaire-assistante-pour-notaire,Assistante pour notaire,Maître AFIFI Notaire,,Rigueur | Organisation | ​Sens de l'écoute et de la Com...,CDD,6-12 mois,,,600 DT,,CDI,Présentiel,2025-11-23,Publié:il y a 4 mois,,CDD,https://www.tunijobs.com/company/maitre-afifi-notaire/jobs/maitre-afifi-notaire-assistante-pour-notaire
chezmoii-agent-immobilier,Agent Immobilier,Chezmoii,,commercial | informatique,CDD,1-6 mois,,,900 DT,,"CDI, Freelance, CIVP",Présentiel,2025-09-24,Publié:il y a 6 mois,,CDD,https://www.tunijobs.com/company/chezmoii/jobs/chezmoii-agent-immobilier
thera-responsable-systeme-dinformation,Responsable Système d'Information,THERA,,Connaissance CISCO   Connaissa...,CDD,2-5 ans,,,Confidentiel,,CDI,Présentiel,2025-09-24,Publié:il y a 6 mois,,CDD,https://www.tunijobs.com/company/thera/jobs/thera-responsable-systeme-dinformation
le-sculpteur-technicien-superieur-en-architecture-decoration-dinterieur-la-soukra,Technicien Supérieur en Architecture/Décoration d'Intérieur - La Soukra,Le Sculpteur,,autocad,CDD,1-2 ans,,,1000 - 1800 DT,,CDI,Présentiel,2025-10-24,Publié:il y a 5 mois,,CDD,https://www.tunijobs.com/company/le-sculpteur/jobs/le-sculpteur-technicien-superieur-en-architecture-decoration-dinterieur-la-soukra
palma-talents-chef-fe-de-projet-it-h-f,Chef(fe) de projet IT H/F,Palma Talents,,En tant que chef(fe) de projet...,CDD,5-7 ans,,,Confidentiel,,CDD,Télétravail complet,2025-10-24,Publié:il y a 5 mois,,CDD,https://www.tunijobs.com/company/palma-talents/jobs/palma-talents-chef-fe-de-projet-it-h-f
makemusic-ingenieur-du-son-live-studio,Ingénieur du son Live/Studio,MakeMusic,,Logiciels: Reaper + Pro Tools ... | Langues parlées: Français & An...,CDD,5-7 ans,,,600 - 800 DT,,CDI,Présentiel,2025-10-24,Publié:il y a 5 mois,,CDD,https://www.tunijobs.com/company/makemusic/jobs/makemusic-ingenieur-du-son-live-studio
backoff-solutions-charge-e-de-televente-btob-teletravail,Chargé(e) de télévente  (BtoB) - Télétravail,BackOff Solutions,,télévente | adv,CDD,6-12 mois,,,Confidentiel,,CDI,Télétravail complet,2025-05-27,Publié:il y a 10 mois,,CDD,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-charge-e-de-televente-btob-teletravail
generale-consulting-gc-ingenieur-genie-civil,Ingénieur Génie Civil,Générale Consulting GC²,,Ingénieur Génie Civil,CDD,Sans expérience,,,500 - 1000 DT,,"CDI, CIVP, Al Karama",Présentiel,2025-10-24,Publié:il y a 5 mois,,CDD,https://www.tunijobs.com/company/generale-consulting-gc/jobs/generale-consulting-gc-ingenieur-genie-civil
ste-wamia-manager-experience-client-cx-wamia-tn,MANAGER EXPÉRIENCE CLIENT (CX) – Wamia.tn,STE WAMIA,,"Mentalité ""Problem-Solver"" | Résistance au Stress Maximale | Empathie Client Absolue",CDD,5-7 ans,,,Confidentiel,,CDI,Présentiel,2025-10-24,Publié:il y a 5 mois,,CDD,https://www.tunijobs.com/company/ste-wamia/jobs/ste-wamia-manager-experience-client-cx-wamia-tn
