Job_ID,Titre,Societe,Description,Categories,Annees_Experience,Niveau_Experience,Salaire,Lieu,Type_Contrat,Mode_Travail,Date_Publication,Date_Relative,Expire,Source,Lien
120689,Hotelsa Food Tunisie recrute Technicien en Maintenance Industrielle,Hotelsa Food Tunisie,"Hotelsa Food Tunisie recrute Technicien en Maintenance Industrielle Responsabilités : · Effectuer la maintenance préventive selon les calendriers établis. · Diagnostiquer et résoudre les pannes mécaniques, électriques et hydrauliques. · Effectuer les… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/hotelsa-food-tunisie-recrute-technicien-en-maintenance-industrielle-120689/
122675,Africa Engineering recrute Assistante Administrative,Africa Engineering,Africa Engineering recrute Assistante Administrative Missions Classement et organisation des documents administratifs. Clôture et archivage des dossiers d’appels d’offres. Gestion des impressions et préparation des dossiers pour soumission. Fournir un soutien administratif… ...,Toutes offres Tunisie,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/africa-engineering-recrute-assistante-administrative-122675/
128820,Africa Engineering recrute Responsable Comptable et Financière,Africa Engineering,Africa Engineering recrute Responsable Comptable et Financière Nous recrutons : Responsable Comptable et Financière Nous recherchons un(e) professionnel(le) expérimenté(e) pour piloter et exécuter les activités comptables et financières de la société et… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/africa-engineering-recrute-responsable-comptable-et-financiere-128820/
131018,Bewell Pharma recrute Délégué Médical,Bewell Pharma,Bewell Pharma recrute Délégué Médical Tunis et Sfax Pour promouvoir notre gamme de produits auprès des professionnels de santé. Description du poste : Ses principales missions seront : • Promouvoir les produits… ...,IT / Informatique,,,,Tunis,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/bewell-pharma-recrute-delegue-medical-131018/
131099,Novotel Tunis Lac recrute Front Office Manager,Novotel Tunis Lac,"Novotel Tunis Lac recrute Front Office Manager Inspirant, motivation et enthousiasme. En tant que Chef de Réception (H/F), vous mettez en valeur vos qualités de Leader et vos compétences interpersonnelles pour maximiser… ...",IT / Informatique,,Manager,,Tunis,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/novotel-tunis-lac-recrute-front-office-manager-131099/
125632,Tunis Marriott Hôtel recrute Artisan de Marbre Marbrier,Tunis Marriott Hôtel,"Tunis Marriott Hôtel recrute Artisan de Marbre Marbrier Profil Artisan de marbre. Excellente présentation, sens du service et de la communication, motivation et flexibilité. Comment postuler Merci d’envoyer vos CV via le… ...",IT / Informatique,,,,Tunis,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/tunis-marriott-hotel-recrute-artisan-de-marbre-marbrier-125632/
129016,Tui Blue Palm Beach Hammamet recrute des Agents de Cuisine,Tui Blue Palm Beach Hammamet,"Tui Blue Palm Beach Hammamet recrute Des Agents de Cuisine Missions : Accueil et service client, mise en place, propreté et hygiène, assurer une expérience de qualité. Profil : Expérience souhaitée en… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/tb-palm-baech-hammamet-recrute-des-agents-de-cuisine-129016/
130935,Newmed recrute Commercial.e Grand Tunis,Newmed,Newmed recrute Commercial.e Grand Tunis Profil Formation Medecine Dentaire ou Formation Prothese Dentaire Comment postuler : Cette opportunité vous intéresse et votre profil correspond ? Envoyez-nous votre CV via le formulaire Pays… ...,IT / Informatique,,,,Tunis,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/newmed-recrute-commercial-e-grand-tunis-130935/
130628,Société de Commerce recrute Chauffeur,Société de Commerce,"Société de Commerce recrute Société Cherche Chauffeur Mission Chauffeur expérimenté pour Assurer les trajets de la direction, en toute sécurité et en respectant les horaires et transport familial quotidien; Expérience significative en… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/societe-de-commerce-recrute-chauffeur-130628/
130936,Newmed recrute Assistante Technico-Commerciale,Newmed,Newmed recrute Assistante Technico-Commerciale Profil Formation technicien médical ou marketing Comment postuler : Cette opportunité vous intéresse et votre profil correspond ? Envoyez-nous votre CV via le formulaire Pays / Ville ›… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/newmed-recrute-assistante-technico-commerciale-130936/
119270,NewMed recrute Technico Commercial.e,NewMed,"NewMed recrute Technico Commercial.e Mission En tant que Technico-commercial, vous serez chargé de développer et de gérer un portefeuille de clients dans la banlieue sud de Tunis. Vos responsabilités comprendront la prospection… ...",IT / Informatique,,,,Tunis,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/newmed-recrute-technico-commercial-e-119270/
128205,Tunisienne des Industries Energétiques recrute des Ouvriers,Tunisienne des Industries Energétiques,Tunisienne des Industries Energétiques recrute Des Ouvriers Qualifié Motivés et compétents pour rejoindre notre équipe dynamique. Missions principales : • Réaliser le montage mécanique ou électromécanique de sous-ensembles ou d’équipements complets (armoires… ...,Ingénierie,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/tunisienne-des-industries-energetiques-recrute-des-ouvriers-128205/
130101,Apex Training recrute Commercial,Apex Training,Apex Training recrute Commercial.e À Temps Partiel › Lieu : Mourouj 1Notre centre de formation recrute un(e) commercial(e) à temps partiel pour accompagner le développement de son activité. › Missions principales :… ...,IT / Informatique,,,,,Temps partiel / Mi-temps,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/apex-training-recrute-commercial-130101/
129987,Instadrone Tunisie recrute Chef d’Équipe Géomètre Spécialité Topographique,Instadrone Tunisie,Instadrone Tunisie recrute Chef d’Équipe Géomètre Spécialité Topographique 1 Missions principales Superviser et coordonner les activités de l’équipe topographique. Réaliser et contrôler la classification des nuages de points. Produire des plans topographiques… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/instadrone-tunisie-recrute-chef-dequipe-geometre-specialite-topographique-129987/
131113,Domi Affaire recrute des Téléconseiller.ères Réception d’Appels,Domi Affaire,Domi Affaire recrute Des Téléconseiller.ères Réception d’Appels › Secteur : Énergies Renouvelables Pour assurer la réception et le traitement des appels entrants. › Vos missions : • Répondre et traiter les appels… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/domi-affaire-recrute-des-teleconseiller-eres-reception-dappels-131113/
130229,Vocalline recrute des Téléconseillers Tourisme Médical,Vocalline,Vocal Line recrute Des Téléconseillers Tourisme Médical › Vos missions : - Accueillir et conseiller les patients par téléphone et par e-mail - Identifier leurs besoins et les orienter selon les recommandations… ...,Hôtellerie / Restauration,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/vocalline-recrute-des-teleconseillers-tourisme-medical-langue-francaise-130229/
121518,Industrie Multinational recrute Technicien Maintenance Mécanique,Industrie Multinational,"Industrie Multinational opérant dans la grande distribution et le secteur chimique recrute Technicien Maintenance Mécanique Mission • Localiser et diagnostiquer une panne • Remettre en état de production les machines, par échange… ...",IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/industrie-multinational-recrute-technicien-maintenance-mecanique-121518/
130349,Industrie Multinational recrute Conducteur Machine / Technicien de Production,Industrie Multinational,Industrie Multinational recrute Conducteur Machine / Technicien de Production Pour renforcer son équipe. Missions principales Suivi de la production. Intervention en cas de dysfonctionnement technique. Respect des consignes de sécurité et des… ...,IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/industrie-multinational-recrute-conducteur-machine-technicien-de-production-130349/
98327,Armatis recrute des Chargés de Clientèle Multicanal,Armatis,"Armatis recrute Des Chargés de Clientèle Multicanal Vous maîtrisez parfaitement la langue française à l’écrit et à l’oral ? Vous êtes ambitieux, dynamique et avez le sens du service et de l’écoute… ...",IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/armatis-recrute-des-charges-de-clientele-multicanal-98327/
129370,Industrie Multinational recrute Responsable Mécanique / Technicien Maintenance Mécanique,Industrie Multinational,"Industrie Multinational recrute Responsable Mécanique / Technicien Maintenance Mécanique Rattaché au Responsable Maintenance, votre mission consiste à : Assurer les meilleures conditions de fonctionnement des différents équipements et systèmes nécessaires à la… ...",IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/industrie-multinational-recrute-responsable-mecanique-technicien-maintenance-mecanique-129370/
130694,Concentrix recrute des Conseillers en Réception d’Appel Bilingue,Concentrix,Concentrix recrute Des Conseillers en Réception d’Appel Bilingue Mission : Détecter les besoins du client et proposer les services appropriés Transmission du dossier en cas de complexité vers Le niveau 2 Veille… ...,IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/concentrix-recrute-des-conseillers-en-reception-dappel-bilingue-130694/
129277,Industrie Multinational recrute Ingénieur Maintenance,Industrie Multinational,Industrie Multinational recrute Ingénieur Maintenance Mission - Superviser les activités et interventions de maintenance sur l’ensemble du site industriel afin de fiabiliser les moyens et équipements selon les impératifs techniques et économiques… ...,IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/industrie-multinational-recrute-ingenieur-maintenance-129277/
131110,Otis Déménagement recrute Téléconseiller Commercial – Secteur Déménagement,Otis Déménagement,Otis Déménagement recrute Téléconseiller Commercial – Secteur Déménagement Spécialisé en déménagement marché français. Missions Réception et traitement des demandes de devis Conseil et vente de prestations de déménagement Suivi des prospects et… ...,IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/otis-demenagement-recrute-teleconseiller-commercial-secteur-demenagement-131110/
91620,Concentrix recrute des Conseillers Techniques Anglais Français,Concentrix,"Concentrix multinationale spécialisée dans le service client à distance, nous travaillons avec des clients renommés. Nous sommes à la recherche de Des Conseillers Techniques Anglais Français Support de nos Clients Anglophones. Profil… ...",IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/concentrix-recrute-des-conseillers-techniques-anglais-francais-91620/
130923,X SPACE recrute Responsable Centre,X SPACE,X SPACE recrute Responsable Centre Profil entrepreneurial capable de piloter un espace de coworking avec une vision orientée croissance et rentabilité. › Missions principales - Gestion quotidienne du centre - Développement commercial… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/x-space-recrute-responsable-centre-130923/
130894,Espace Vert recrute Technico-Commercial,Espace Vert,"Espace Vert recrute Technico-Commercial - Irrigation Goutte à Goutte Ingénieur d’Affaires – Technico-Commercial (Irrigation Goutte-à-Goutte) Mission principale Développer le portefeuille clients de l’agence de Sfax, piloter les offres techniques et financières, et… ...",IT / Informatique,,,,Sfax,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/espace-vert-recrute-technico-commercial-130894/
131019,Ecostrafi Conseil recrute Chargée de Réponse aux Offres Junior,Ecostrafi Conseil,"Ecostrafi Conseil recrute Chargée de Réponse aux Offres Junior Missions : En tant que junior chargé de réponse aux offres de ECOSTRAFI, votre mission consistera à : – Suivi et Veille des… ...",Toutes offres Tunisie,,Junior,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/ecostrafi-conseil-recrute-chargee-de-reponse-aux-offres-junior-131019/
131062,Diamelle recrute des Conseillères de Vente,Diamelle,"Diamelle recrute es Conseillères de Vente en Épicerie Fine Profil recherché Personne dynamique, souriante et accueillante Excellent sens de la négociation et du commerce Bon contact avec la clientèle Esprit d’équipe et… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/diamelle-recrute-des-conseilleres-de-vente-131062/
131055,Lloyd Assurances recrute Administrateur Systèmes et Réseaux,Lloyd Assurances,Lloyd Assurances recrute Administrateur Systèmes et Réseaux Expérimenté pour accompagner le développement et la sécurisation de notre infrastructure IT. › Vos responsabilités : ›️ Administrer et maintenir les infrastructures systèmes & réseaux… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/lloyd-assurances-recrute-administrateur-systemes-et-reseaux-131055/
130906,Moustiquaire recrute Graphiste,Moustiquaire,"Moustiquaire recrute Graphiste › Localisation : La Marsa / Télétravail possible / Hybride › Type de contrat : Freelance, Mi-temps ou Prestation de service › Contexte : Gestion de 3 à 4… ...",Toutes offres Tunisie,,,,La Marsa,Freelance,Teletravail,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/moustiquaire-recrute-graphiste-130906/
131024,SPCF recrute Agent Approvisionnement et Achats,SPCF,"SPCF recrute Agent Approvisionnement et Achats - Pièces de Rechange & Maintenance › Missions principales : - Gérer les achats de pièces de rechange et consommables de maintenance - Identifier, sélectionner et… ...",Toutes offres Tunisie,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/spcf-recrute-agent-approvisionnement-et-achats-131024/
130912,Medespoir recrute des Conseillères Médicales Bilingues,Medespoir,"Medespoir recrute Conseillères Médicales Bilingues Pour accompagner nos futurs patients à distance. Missions principales Accompagnement personnalisé des futurs patients (à distance) Réponse aux demandes d’information (appels, messages, emails) Gestion et suivi des… ...",Toutes offres Tunisie,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/medespoir-recrute-des-conseilleres-medicales-bilingues-130912/
130969,Société Techwin recrute des Enseignants en Anglais,Société Techwin,Société Techwin recrute Des Enseignants en Anglais English Language Teacher Requirements: A university degree in English Language or a related field.. Strong communication skills with students and parents. Ability to use modern… ...,IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/societe-techwin-recrute-des-enseignants-en-anglais-2-130969/
131066,Abk Traiteur recrute Technicien.ne Junior en Agroalimentaire,Abk Traiteur,Abk Traiteur recrute Technicien.ne Junior en Agroalimentaire Poste basé a Zone Industrielle Elmnihla › Missions principales : Planifier la production Superviser l’équipe de production Saisir les ordres de fabrication (OF) sur l’ERP… ...,IT / Informatique,,Junior,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/abk-traiteur-recrute-technicien-ne-junior-en-agroalimentaire-131066/
130888,Staffinity recrute Comptable Junior Mi-Temps,Staffinity,"Staffinity SARL est spécialisée dans la gestion des appels entrants et sortants, l’assistance administrative, le support comptable et le marketing digital. Staffinity recrute Comptable Junior Mi-Temps Qui travaillera dans notre bureau à… ...",IT / Informatique,,Junior,,,Temps partiel / Mi-temps,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/staffinity-recrute-comptable-junior-mi-temps-130888/
131034,SCD Les Dauphins recrute Community Manager – Gestions des Réseaux Sociaux,SCD Les Dauphins,"SCD Les Dauphins recrute Community Manager - Gestions des Réseaux Sociaux Créatif(ve) et dynamique pour gérer et développer nos réseaux sociaux. Missions principales : • Gestion et animation des pages Facebook, TikTok,… ...",IT / Informatique,,Manager,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/scd-les-dauphins-recrute-community-manager-gestions-des-reseaux-sociaux-131034/
131032,Expertise Immigration Canada recrute des Ouvrier.ères d’Entretien,Expertise Immigration Canada,"Expertise Immigration Canada recrute Des Ouvrier.ères d’Entretien Tu es au cœur de notre savoir-faire. Grâce à ton sens du détail et à ta rigueur, chaque bain livré offre une expérience exceptionnelle à… ...",Toutes offres Tunisie,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/expertise-immigration-canada-recrute-des-ouvrier-eres-dentretien-131032/
131010,Kroki Plast recrute Assistante Commerciale,Kroki Plast,"Kroki Plast recrute Assistante Commerciale Collaboratrice polyvalente, maîtrisant parfaitement l’anglais (c1), pour soutenir les activités administratives et commerciales de l’entreprise. Missions principales : Traduire et communications. Assurer la communication avec les clients.… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/kroki-plast-recrute-assistante-commerciale-131010/
131025,Laboratoires Africa recrute Assistant Gestion de Stock,Laboratoires Africa,"Laboratoires Africa recrute Assistant Gestion de Stock Fonctions : • Superviser les opérations de réception, stockage au magasin • Gestion de l’espace de stockage afin d’optimiser les flux et la disponibilité des… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/laboratoires-africa-recrute-assistant-gestion-de-stock-131025/
131067,Waheguru Travels recrute Agent de Voyage,Waheguru Travels,"Waheguru Travels recrute Agent de Voyage Motivé(e), dynamique et orienté(e) service client. Offre d’emploi : Agent de Voyage Société : Waheguru Travels Tunisia Lieu : Ain Zaghouan Nord, Tunis, Tunisie Type de… ...",IT / Informatique,,,,Tunis,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/waheguru-travels-recrute-agent-de-voyage-131067/
127601,Intégration des Industries Services et Technologies recrute Assistante de Direction,Intégration des Industries Services et Technologies,"Intégration des Industries Services et Technologies (2IST) recrute Assistante de Direction Présentable et active. Mission - Saisir et mettre en forme les documents, les transmettre et les classer. - Accueillir les personnes… ...",Toutes offres Tunisie,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/integration-des-industries-services-et-technologies-2ist-recrute-assistante-de-direction-127601/
131001,Monoprix recrute Responsable Import et Transit,Monoprix,"Monoprix est une entreprise dynamique et innovante, spécialisée dans le secteur du commerce et de la distribution. Monoprix recrute Responsable Import et Transit Missions et tâches principales: Assurer la gestion complète des… ...",IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/monoprix-recrute-responsable-import-et-transit-131001/
129242,Monoprix recrute des Caissiers Rayon Alcool,Monoprix,"Monoprix recrute Des Caissiers Rayon Alcool Vous êtes dynamique, rigoureux et aimez le contact client ? Rejoignez notre équipe en tant que caissier au sein du rayon alcool de notre magasin Monoprix.… ...",Toutes offres Tunisie,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/monoprix-recrute-des-caissiers-rayon-alcool-129242/
130954,Otis Déménagement recrute Responsable Plateau Téléconseiller en Service de Déménagement,Otis Déménagement,Otis Déménagement recrute Responsable Plateau Téléconseiller en Service de Déménagement Missions : Gestion opérationnelle du plateau Suivi des leads et du portefeuille clients Pilotage de la performance commerciale Profil : Expérience obligatoire… ...,IT / Informatique,,,,,,,2026-03-23,,Non,TunisieTravail,https://www.tunisietravail.net/otis-demenagement-recrute-responsable-plateau-teleconseiller-en-service-de-demenagement-130954/
124542,Tecnocasa recrute Comptable,Tecnocasa,"Tecnocasa recrute Comptable Junior Mission 1.Coordination avec le cabinet comptable Collecter, vérifier et transmettre les pièces comptables de toutes les filiales (factures, relevés, justificatifs) Assurer un lien constant avec le cabinet d’expertise… ...",IT / Informatique,,Junior,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/tecnocasa-recrute-comptable-124542/
125407,Industrial and Petroleum Engineering recrute Responsable Logistique,Industrial and Petroleum Engineering,"Industrial and Petroleum Engineering recrute Responsable Logistique Missions principales Gestion des achats et de la maintenance : Assurer l’approvisionnement en essence, pièces et équipements, tout en garantissant le bon fonctionnement et la… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/industrial-and-petroleum-engineering-recrute-responsable-logistique-125407/
127125,BFCD recrute Représentant Commercial,BFCD,"BFCD recrute Représentant Commercial Missions principales - Promouvoir et vendre les produits de la gamme Al Jazira (huile d’olive, huile végétale, vinaigre, etc.) auprès des détaillants. - Visiter quotidiennement un portefeuille de… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/bfcd-recrute-representant-commercial-127125/
125099,Exacom Audit recrute Auditeur,Exacom Audit,"Exacom Audit recrute Auditeur Vous effectuerez des missions pour d’audit auprès de nos clients, opérant dans des secteurs d’activités variés, de la PME aux grandes entreprises. Vous réaliserez principalement les missions suivantes… ...",IT / Informatique,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/exacom-audit-recrute-auditeur-125099/
41657,Tecnocasa recrute Conseiller Immobilier,Tecnocasa,Tecnocasa recrute Conseiller Immobilier Votre mission Prospecter sur le terrain pour identifier de nouveaux vendeurs et acheteurs. Développer votre portefeuille clients et biens immobiliers. Estimer la valeur des biens avec professionnalisme. Obtenir… ...,Commercial / Vente,,,,,,,2026-03-01,"Mar, 2026",Non,TunisieTravail,https://www.tunisietravail.net/tecnocasa-recrute-conseiller-en-immobilier-41657/
